root_id,cell_type,side,nt
720575940627934449,PFNd,left,acetylcholine
720575940627935610,PFR,left,dopamine
720575940627945747,Delta7,left,glutamate
720575940627958046,ER3d,right,gaba
720575940628007171,"ER3a_b,ER3a_c",left,gaba
720575940628014488,ER4d,right,gaba
720575940628029634,PFNd,left,acetylcholine
720575940628031531,PFNm,left,acetylcholine
720575940628045762,PFNa,right,acetylcholine
720575940628048428,PFNp,right,acetylcholine
720575940628067846,PFR,right,dopamine
720575940628072748,PFNp,right,acetylcholine
720575940628093895,"ER3a_a,ER3a_d",right,gaba
720575940628140785,"ER3a_b,ER3a_c",left,gaba
720575940628164229,Delta7,right,glutamate
720575940628182722,PFNp,left,acetylcholine
720575940628211340,PFNp,right,acetylcholine
720575940628212796,ER5,left,gaba
720575940628218959,PFNm,left,acetylcholine
720575940628242220,PFNp,right,acetylcholine
720575940628307706,PFNp,left,acetylcholine
720575940628317715,ER3d,left,gaba
720575940628362812,ER2,right,gaba
720575940628375166,PFNp,right,serotonin
720575940628377856,PFR,left,serotonin
720575940628457448,PFL3,left,acetylcholine
720575940628491260,ER4m,left,gaba
720575940628493572,EPG,right,acetylcholine
720575940628493828,Delta7,right,glutamate
720575940628552826,PFNp,left,acetylcholine
720575940628557178,PEN_a(PEN1),right,acetylcholine
720575940628576250,PFGs,right,serotonin
720575940628585922,PFNp,left,acetylcholine
720575940628587202,PFL3,left,acetylcholine
720575940628623616,PFNp,left,acetylcholine
720575940628630011,PFNp,left,acetylcholine
720575940628631612,IbSpsP,right,acetylcholine
720575940628733292,ER2,right,gaba
720575940628763002,PFNm,right,acetylcholine
720575940628772345,ER5,right,gaba
720575940628788332,ER2,right,gaba
720575940628789626,PFGs,left,dopamine
720575940628802041,EPG,left,acetylcholine
720575940628806607,PFNp,right,acetylcholine
720575940628819447,PFNp,left,acetylcholine
720575940628843458,EPG,right,acetylcholine
720575940628866809,PEN_a(PEN1),left,acetylcholine
720575940628907607,ER1,left,gaba
720575940628972119,PFNm,left,acetylcholine
720575940628984950,ER1,left,gaba
720575940629055447,Delta7,left,glutamate
720575940629116716,ER1,left,gaba
720575940629117566,PFNp,left,acetylcholine
720575940629196670,Delta7,right,glutamate
720575940629213639,ER4d,right,gaba
720575940629244166,ER3d,right,gaba
720575940629259023,ER1,left,gaba
720575940629268486,ER4m,left,gaba
720575940629357074,PFNp,left,acetylcholine
720575940629379835,ER1,right,gaba
720575940629388027,PFNp,left,acetylcholine
720575940629399287,PFNp,left,serotonin
720575940629448463,PFNp,right,acetylcholine
720575940629483735,PFR,left,dopamine
720575940629497462,PFNm,right,acetylcholine
720575940629511802,"ER3a_b,ER3a_c",left,gaba
720575940629515126,PFNp,right,acetylcholine
720575940629516793,PFNp,right,acetylcholine
720575940629526570,PFNv,right,acetylcholine
720575940629550039,PFNm,right,acetylcholine
720575940629597647,PFNa,right,acetylcholine
720575940629606475,PFL1,right,acetylcholine
720575940629609167,PFNm,right,acetylcholine
720575940629683062,ER2,left,gaba
720575940629691753,EPG,left,acetylcholine
720575940629711376,ER3d,right,gaba
720575940629712727,PFNd,right,acetylcholine
720575940629720848,ER4d,right,gaba
720575940629733114,ER4d,left,gaba
720575940629758762,PFNd,left,acetylcholine
720575940629786103,PFNp,left,acetylcholine
720575940629840207,ER3d,left,gaba
720575940629864259,PFNp,right,acetylcholine
720575940629865925,PFNa,left,acetylcholine
720575940629889080,PFNp,left,serotonin
720575940629922934,PFL2,left,acetylcholine
720575940629999119,PFNv,right,acetylcholine
720575940630016249,PFNp,right,acetylcholine
720575940630019323,PFNd,right,acetylcholine
720575940630021115,PFGs,left,serotonin
720575940630022395,ER3m,left,gaba
720575940630025528,PFR,right,dopamine
720575940630050105,PFNm,right,acetylcholine
720575940630058827,PFNm,right,acetylcholine
720575940630148655,PFR,right,dopamine
720575940630199759,PFGs,left,serotonin
720575940630199963,EPG,right,acetylcholine
720575940630278028,PFNm,left,acetylcholine
720575940630343210,PFNa,right,acetylcholine
720575940630348140,"ER3a_a,ER3a_d",left,gaba
720575940630410321,PFNp,left,acetylcholine
720575940630411823,PFNp,left,serotonin
720575940630545489,"ER3a_a,ER3a_d",left,gaba
720575940630569272,ER6,left,gaba
720575940630574895,ER1,right,gaba
720575940630596921,PFNp,right,acetylcholine
720575940630602444,PFNp,right,acetylcholine
720575940630631736,PFL1,left,acetylcholine
720575940630653604,PFL3,left,acetylcholine
720575940630658807,ER3m,right,gaba
720575940630666404,PEN_b(PEN2),right,acetylcholine
720575940630728588,PFL3,left,acetylcholine
720575940630755276,ER3d,right,gaba
720575940630758014,PFNm,left,acetylcholine
720575940630786733,PFNp,left,acetylcholine
720575940630822175,PFR,right,dopamine
720575940630895789,ER5,left,gaba
720575940630904121,ER4d,left,gaba
720575940630976886,ER4m,left,gaba
720575940630984749,PFNp,left,serotonin
720575940631024977,PFNm,left,acetylcholine
720575940631049519,PFNd,left,acetylcholine
720575940631084751,ER3m,left,gaba
720575940631093303,ER4m,right,gaba
720575940631125036,EPG,right,acetylcholine
720575940631151663,PFL3,right,acetylcholine
720575940631154743,ER6,left,gaba
720575940631166637,PFL1,left,acetylcholine
720575940631173120,ER3p_a,left,gaba
720575940631244136,Delta7,left,glutamate
720575940631246765,ER3p_a,left,gaba
720575940631248865,ER3w,right,gaba
720575940631369149,PFNp,right,acetylcholine
720575940631372369,PEN_b(PEN2),left,acetylcholine
720575940631416057,ER5,right,gaba
720575940631487047,ER4d,left,gaba
720575940631520839,PFNv,left,acetylcholine
720575940631537735,ExR8,left,acetylcholine
720575940631626491,ExR7,right,acetylcholine
720575940631698861,PFNp,left,acetylcholine
720575940631708836,EPG,right,acetylcholine
720575940631724717,PFNp,right,acetylcholine
720575940631813796,ER5,left,gaba
720575940631820825,ER5,left,gaba
720575940631895065,ER1,left,gaba
720575940631990359,Delta7,left,glutamate
720575940632049935,Delta7,right,glutamate
720575940632082148,PFNp,left,acetylcholine
720575940632216289,PFNp,right,acetylcholine
720575940632318751,"ER3a_b,ER3a_c",right,gaba
720575940632339682,PFNd,right,acetylcholine
720575940632366879,ER5,right,gaba
720575940632385066,ER5,left,gaba
720575940632402588,PFR_a,left,dopamine
720575940632598220,Delta7,left,glutamate
720575940632598343,ER4m,left,gaba
720575940632602850,ER3d,right,gaba
720575940632614295,EPG,left,acetylcholine
720575940632653719,PFNp,right,acetylcholine
720575940632669977,PFNa,left,acetylcholine
720575940632707539,PFNp,left,serotonin
720575940632736703,PEN_a(PEN1),right,acetylcholine
720575940632742099,ExR5,right,glutamate
720575940632844002,EPG,right,acetylcholine
720575940632852793,"ER3a_a,ER3a_d",right,gaba
720575940632977633,IbSpsP,left,acetylcholine
720575940632988351,ER2,right,gaba
720575940632994399,ER3d,left,gaba
720575940632996307,IbSpsP,left,acetylcholine
720575940633006176,ER3d,left,gaba
720575940633015452,PFNp,left,acetylcholine
720575940633021084,PFNp,left,acetylcholine
720575940633105378,Delta7,left,glutamate
720575940633145903,ExR6,right,gaba
720575940633184908,IbSpsP,left,acetylcholine
720575940633223727,Delta7,right,glutamate
720575940633237402,ER3p_a,left,gaba
720575940633303743,PFNv,left,acetylcholine
720575940633368171,PFNm,left,acetylcholine
720575940633423255,PFNp,left,acetylcholine
720575940633442468,PFR,left,serotonin
720575940633455968,LNOa,right,gaba
720575940633538724,PEN_a(PEN1),right,acetylcholine
720575940633620132,ExR5,left,glutamate
720575940633623743,PFNm,left,acetylcholine
720575940633631789,ER3d,right,gaba
720575940633655452,LNOa,left,gaba
720575940633658559,PFNa,left,acetylcholine
720575940633719487,EPG,left,acetylcholine
720575940633724852,PFNp,left,acetylcholine
720575940633797677,PFGs,right,serotonin
720575940633815800,PFNp,right,acetylcholine
720575940633819487,PFNm,left,acetylcholine
720575940633848312,PFL1,left,acetylcholine
720575940633848683,PFNp,left,acetylcholine
720575940633918827,Delta7,right,glutamate
720575940633946045,PFNp,right,acetylcholine
720575940633946775,PFNp,right,acetylcholine
720575940634036159,PFNm,left,acetylcholine
720575940634096339,ER4m,right,gaba
720575940634244207,PFNp,right,acetylcholine
720575940634348024,PFNp,left,acetylcholine
720575940634355960,PFNp,right,acetylcholine
720575940634360056,PFNp,left,acetylcholine
720575940634360824,PFNv,right,acetylcholine
720575940634620898,ER1,left,gaba
720575940634627191,Delta7,left,glutamate
720575940634843247,PFNd,right,acetylcholine
720575940634893419,LNO1,right,acetylcholine
720575940635152153,ER4d,right,gaba
720575940635153527,PFL2,left,acetylcholine
720575940635201422,PFNm,right,acetylcholine
720575940635229797,PFNm,left,acetylcholine
720575940635239342,PFNm,right,acetylcholine
720575940635373935,ER2,right,gaba
720575940635412622,PFNm,right,acetylcholine
720575940635427982,EPG,left,acetylcholine
720575940635430030,PFL3,right,acetylcholine
720575940635461550,EPG,left,acetylcholine
720575940635462318,PFNm,left,acetylcholine
720575940635467150,PFL2,right,acetylcholine
720575940635481262,PFL3,right,acetylcholine
720575940635586851,PFNm,right,acetylcholine
720575940635588131,PFNp,right,acetylcholine
720575940635632023,PFR,left,dopamine
720575940635759002,ER4m,right,gaba
720575940635784560,IbSpsP,left,acetylcholine
720575940635814512,PFNm,right,acetylcholine
720575940635990640,PFL2,right,acetylcholine
720575940636063204,PFGs,right,acetylcholine
720575940636134366,ER1,right,glutamate
720575940636222810,ER1,right,gaba
720575940636242778,PEN_b(PEN2),left,acetylcholine
720575940636354650,PEG,left,acetylcholine
720575940636380649,PFNa,right,acetylcholine
720575940636395610,ER2,left,gaba
720575940636413176,ER3d,left,gaba
720575940636455280,ExR5,left,glutamate
720575940636662244,PFNv,right,acetylcholine
720575940636730694,EPG,right,acetylcholine
720575940636802532,PFNm,right,acetylcholine
720575940636868186,PFL3,right,acetylcholine
720575940636916713,PFNm,right,acetylcholine
720575940636940870,ER2,right,gaba
720575940636994111,PFL1,left,acetylcholine
720575940637126222,ER5,right,gaba
720575940637279095,"ER3a_b,ER3a_c",right,gaba
720575940637330142,PEG,left,acetylcholine
720575940637356351,PFNp,left,acetylcholine
720575940637369653,PEG,right,acetylcholine
720575940637369909,PEG,right,acetylcholine
720575940637475561,PFL1,right,acetylcholine
720575940637487593,ER2,right,gaba
720575940637591262,Delta7,left,glutamate
720575940637644659,PEN_a(PEN1),right,acetylcholine
720575940637681267,ER3w,right,gaba
720575940637699747,ER3p_a,left,gaba
720575940637790013,PFNp,right,serotonin
720575940637837621,PFNa,left,acetylcholine
720575940637862062,ER2,left,gaba
720575940637890621,PFNp,left,acetylcholine
720575940638017862,PFNm,right,acetylcholine
720575940638055869,PEN_b(PEN2),left,acetylcholine
720575940638060632,PFNd,left,acetylcholine
720575940638070862,PFNp,right,acetylcholine
720575940638076733,PFNa,left,acetylcholine
720575940638081870,PFNp,left,acetylcholine
720575940638086528,PFNp,right,acetylcholine
720575940638130758,Delta7,right,glutamate
720575940638169456,ER5,right,gaba
720575940638319744,PFNp,right,acetylcholine
720575940638469584,PEG,left,acetylcholine
720575940638490531,PFNm,right,acetylcholine
720575940638494416,PFNm,left,acetylcholine
720575940638498000,PFNp,left,acetylcholine
720575940638542424,PFNd,left,acetylcholine
720575940638542936,PFNp,right,acetylcholine
720575940638549574,ER3w,left,gaba
720575940638594768,ER1,right,gaba
720575940638608216,PFNp,left,acetylcholine
720575940638662232,PFNm,right,acetylcholine
720575940638663000,PFNa,right,acetylcholine
720575940638678616,PFL2,left,acetylcholine
720575940638832512,PEN_b(PEN2),left,acetylcholine
720575940638845648,PFNp,right,acetylcholine
720575940638846080,PFNp,left,acetylcholine
720575940638846848,PFNp,left,acetylcholine
720575940638847104,PEN_a(PEN1),right,acetylcholine
720575940638850512,EPG,left,acetylcholine
720575940638901875,PFL3,right,acetylcholine
720575940638919485,IbSpsP,left,acetylcholine
720575940639088105,Delta7,right,glutamate
720575940639209461,"ER3a_a,ER3a_d",right,gaba
720575940639214655,ER3d,left,gaba
720575940639234367,ER3w,left,gaba
720575940639239908,ER1,left,gaba
720575940639278399,ExR1,left,gaba
720575940639426293,"ER3a_b,ER3a_c",left,gaba
720575940639426805,ER2,left,gaba
720575940639473909,PFNd,right,acetylcholine
720575940639590528,PFNd,left,acetylcholine
720575940639622272,IbSpsP,right,acetylcholine
720575940639935963,PFNa,right,acetylcholine
720575940640026045,ER4m,left,gaba
720575940640359643,PFNp,left,acetylcholine
720575940640424589,ER3p_a,right,gaba
720575940640424845,ER3p_a,right,gaba
720575940640749939,ExR1,right,acetylcholine
720575940640760179,ER3w,right,gaba
720575940640785267,PFNd,right,acetylcholine
720575940640993933,PFNp,right,acetylcholine
720575940641112192,"ER3a_a,ER3a_d",left,gaba
720575940641173376,PFGs,right,glutamate
720575940641723808,PFNp,left,acetylcholine
720575940642013088,PFNp,left,acetylcholine
720575940642071968,PFNm,right,acetylcholine
720575940642245064,PFNp,right,acetylcholine
720575940642486747,PFNa,left,acetylcholine
720575940642634532,EPG,left,acetylcholine
720575940642855328,PEN_a(PEN1),left,acetylcholine
720575940642877088,ER4d,right,gaba
720575940643020836,ER2,right,gaba
720575940643221271,PFNm,right,acetylcholine
720575940643498788,PFNp,left,acetylcholine
720575940643526510,PFNp,right,acetylcholine
720575940643535982,PFNp,right,acetylcholine
720575940643558692,PEN_b(PEN2),left,acetylcholine
720575940643567652,PFNa,right,acetylcholine
720575940643702551,PFNv,right,acetylcholine
720575940643814344,IbSpsP,right,acetylcholine
720575940643915300,ER4d,right,gaba
720575940644607011,PFNp,right,serotonin
720575940644631587,PFNm,right,acetylcholine
720575940644645412,Delta7,right,glutamate
720575940644658542,PFR,left,dopamine
720575940644706083,PFL3,right,acetylcholine
720575940644733975,PFR,right,dopamine
720575940644786228,PFNp,right,acetylcholine
720575940645009699,PFNd,right,acetylcholine
720575940645057828,ExR7,right,acetylcholine
720575940645179592,ER3d,right,gaba
720575940645202467,PFNp,left,acetylcholine
720575940645238819,PFNp,left,acetylcholine
720575940645448995,PFNp,right,acetylcholine
720575940645552948,PFNp,right,acetylcholine
720575940645823876,Delta7,right,glutamate
720575940645909300,ExR8,right,acetylcholine
720575940645918340,PFNp,right,acetylcholine
720575940645990532,ER2,left,gaba
720575940647731833,ER3p_a,right,gaba
720575940647872889,PFNm,left,acetylcholine
720575940648569988,"ER3a_a,ER3a_d",left,gaba
720575940648938617,PFNp,left,serotonin
720575940650293494,ER2,left,gaba
720575940650362614,PFNp,right,acetylcholine
720575940650785401,ExR7,left,acetylcholine
720575940650785657,"ER3a_b,ER3a_c",left,gaba
720575940650926326,Delta7,left,glutamate
720575940652702710,ER4d,left,gaba
720575940652809889,ER5,right,gaba
720575940653031585,ER1,right,gaba
720575940653093793,PFNp,left,acetylcholine
720575940653326326,ER3w,right,gaba
720575940653346550,PFGs,left,serotonin
720575940653347830,PFGs,left,serotonin
720575940653624310,Delta7,left,glutamate
720575940654008993,PFNm,right,acetylcholine
720575940658101889,EPG,left,acetylcholine
720575940658472065,PEN_b(PEN2),right,acetylcholine
720575940658852481,PFNp,left,acetylcholine
720575940660921985,EPG,right,acetylcholine
